TICKETID,ISSUE,SUBJECT,URGENCYCODE,PROBLEM,SOLUTION
t6UJ9A00FTYP,MRP,MRP Failure,3,"During last weekend, our MRP process failed with the following error. I cleared the error and the MRLOCK system key, but last night the same error occurred. Please could someone investigate the root cause?","MRP failed as a result of a SQL deadlock. The MRP is being run by autoq. Prior to the run beginning a job clears all users from Sage, resets MRLOCK and kills Sage binaries,  so in theory Sage should be ok. The autoq job runs a full stock recalc before starting the MRP run. According to the system log the recalc completes ok before the MRP starts. If the problem persists it may be worth increasing the wait time between the stock recalc and MRP and also putting some sort of audit in SQL to check for other jobs that may be conflicting."
t6UJ9A00FU0T,CentralSupportingFiles,Check general supporting files are set up Project NEW15-/smn,3,"Check general supporting files are set up - currencies, system keys etc.NEW15-/smn",Checked basic set up of Sage - system keys - currencies - See attached spreadsheet
t6UJ9A00FU50,Inventory,Could you please provide me with today's stock recalc password.,1,Could you please provide me with today's stock recalc password.,"- 24/10/2024 10:10:43 (GMT )
 passwords for today (& tomorrow in case you need that too)  are:-
24	XSLWLZXH
25	WTLWLZXH"
t6UJ9A00FU0D,,Raising a PO without a product reference,3,"Just a quick one, can Sage 1000 raise a PO without being associated to a warehouse and order line?
In effect we want to raise one for services provided by a supplier but as a description/non SKU line. Is that possible or will we have to raise a manual PO?","I spoke to the PO manager this morning and he knew so he showed me, so this ticket can be closed as I assumed no one in the business had exposure.
Thank you for time regardless."
t6UJ9A00FU1D,,Simple question re-,1,"Is it possible to run Sage 1000 on a mac, without the need for a windows environment?","Sage itself doesn't support running Korg UK's version of Sage on Mac.
The listed OS supported is Windows.
We unfortunatley havent tested if it will run on anything other than what Sage supports."
t6UJ9A00FU2W,,batch locked,3,"Our client  from G&B Projects called in as when he navigates to: Accounts receivable < Tasks < Batches < Confirm invoice. 

The error '' appears.","Called the contact TechTeam and got through to CloudClevr.
With the member of staff on the phone they gave me access to the  for G&B.
I removed the invoice program but found the lock still there.
I then found a invoice program was causing a lock.
Richard confirms this is now working."
t6UJ9A00FU1G,EDI,FW:   Report - Not pulling report through on sage,3,"Afternoon, 

I am just trying to do these EDI orders on sage, but it isn't pulling through.
Can someone please look at this for me please.","Checked and 2 EDI files were in the EDI IN folder.
Checking both it appeared Sage didn't know what to map  to.
Advised of the missing stock lookup which Beth then sorted."
t6UJ9A00FU2L,BACS,Issue with BACS run report,3,"Please can someone reach out to  in our  team (). Denise is having issues with a BACS run report, specifically she's getting an error could not open selection details file plpx01.m and she urgently needs to remove a few items from the BACS run.
 
My understanding is that Denise was working on the payment run yesterday via an RDS client but got cut off during the building of the BACS run as Portmeirion experienced a power outage.
 
When required please feel free to use the credentials below to start a session to the server ERP01. 
 
TeamViewer ID:  Password: rdetk5c6",Cleared files left after crash and advised to recreate payment list 01 by selecting pended items.
t6UJ9A00FTQK,MTD Query,Sage L1000 - VAT MTD add on,3,"Hello

Can you add the Sage VAT MTD addon to Elliot's pc/logon in sage.
I believe there is a separate addon program over an above standard L1000.

Elliot will need to be able to process our VAT returns,  I need to retain it as well

@ can you approve

Thanks",Ian confirmed MTD has now been installed
t6UJ9A00FU0E,Reports,MUK report frozen,3,"Morning 

My reports are frozen.

Looks like some sat in So.

Can you name and shame as I have asked all colleagues.

Thanks",no issues found
t6UJ9A00FU28,,Sage frozen again,3,",

It looks like Sage has frozen again, while I am processing (not yet at the posting stage – just calculating VAT) a Non-Core invoice

Please can you help?

Many thanks,

Sarah

 ||",clear session - all ok now
t6UJ9A00FU1I,,Sage is locked SEF05750/001,3,"Good afternoon,

Please can you help and advice on below

 

 (He/Him) 
BEMS  |",killed hung process causing lock
t6UJ9A00FTZK,Cashbook,,3,"We have an issue with an open bank item on tennants building products for bank code B1 - ref 4264 for bank credit of €5000 07/10/24
Can you please review bank rec dated 07/10/24 and if possible provide a breakdown of the items picked for the reconciliation on that day?
We cannot find a duplication at this side as the €5000 as it has been posted only one time to correct sales account.",Connected to investigate - identified that there were 2 transactions against statement posting 0710 reference with the same souce ref 4264 for 2 different accounts account d10543 did not clear so updated in cbtranm and updated cash book balance in opening transactions
t6UJ9A00FU0Y,,Customer emails,3,If the customers received their invoices via email. Is this where you enter their email address? Why would there be two fields with the email address in?,Nathan has confirmed Samantha was correct.
t6UJ9A00FU0W,Cashbook,Unable to cash allocate for RCL,3,Please help as we are getting error and message while going cash allocation.,"PCA0A1 was a payment run batch, one of the suppliers on that list BET003 was paid between created payment and generate payment so has been paid twice.
Set the amount in PCA0A1 to unallocated and left on account as open to be matched off next invoice"
t6UJ9A00FU0L,,issues trying to pull a commercial invoice for order D122368,3,"I am having issues trying to pull a commercial invoice for order D122368
Please can this be looked into as soon as possible?",Pull commercial invoice is a SSRS report not supported by Datel
t6UJ9A00FU0B,,Sage locked,3,"Hiya, 

My sage is stuck in invoicing. Can you please unlock it?  

Kind regards,",clear locking processes
t6UJ9A00FTU9,,Reprint invoices,3,"Paul is on annual leave. I ran the invoices yesterday morning but did not put mailinv in so the invoices have not been emailed out. Is there an easy way we can resend these now?

.","Hi,

I think we have managed to do it! 

."
t6UJ9A00FU05,,has been moved to a new server but the  has been reverted,3,"has been moved to a new server but the  has been reverted
Original call is 
Sohail wants to know if this was restored as part of the server upgrade or someone has changed this.",",
It has been confirmed the menu and password options would have been put on the server mid-July.
 wasn’t aware of any changes therefore this wasn’t copied across, this is why that menu option password reverted to the old password.
It has not been changed by another user, so you can change this password and it will stay.
Thanks"
t6UJ9A00FTZI,,Stuck in so,3,"Am stuck in so  not sure of the reason, just seem to be hanging in there, it's been a good 10 mins so far.

Please could you release me.

Many thanks",clear processes
t6UJ9A00FTYS,,,3,"I have goods receipted 2 x PO's in error that are in query at the moment, is it possible reverse this so they are showing as still waiting to be goods receipted? 
The PO's are  &  

Many thanks,
Paul",Enter a negative receipt
t6UJ9A00FTZE,,Sage frozen,3,",

We are having some issues with Sage this morning –  advised that he got an error message session timed out, so he closed it down and re-started then was fine.

However myself &  are trying to process invoices (me non-core & /CIS) & it is just stuck posting – 

 

Please can you help?

Many thanks,

Sarah","dial on 
locate and clear processes."
t6UJ9A00FTX5,,Buyer details needed,1,"Can I have a copy of the updated Buyer ID lists please, I want to make sure what I am working on is correct after all of the changes.",send over buyer details
